id,catalogue_id,gaussian_id,source_id,tile_id,sbid,obs_start_time,n_gaus,ra,dec,e_ra,e_dec,total_flux_gaussian,e_total_flux_gaussian_pybdsf,e_total_flux_gaussian,total_flux_source,e_total_flux_source_pybdsf,e_total_flux_source,peak_flux,e_peak_flux,maj,e_maj,min,e_min,pa,e_pa,dc_maj,e_dc_maj,dc_min,e_dc_min,dc_pa,e_dc_pa,s_code,separation_tile_centre,noise,gal_lon,gal_lat
2281264,4549,RACS_2211-25A_3723,RACS_2211-25A_3340,RACS_2211-25A,8576,58598.87694,1,333.059857,-24.997524,0.68,0.76,8.886,0.921,1.452,8.886,0.921,1.452,7.775,0.485,28.43,1.88,25.13,1.48,149.59,21.7,13.54,1.88,2.5,1.48,149.59,21.7,S,0.2465,0.472,27.16601,-54.331575
2281265,4549,RACS_2211-25A_3724,RACS_2211-25A_3341,RACS_2211-25A,8576,58598.87694,1,333.056458,-24.635104,0.19,0.21,25.844,0.762,2.432,25.844,0.762,2.432,23.31,0.41,27.67,0.51,25.05,0.42,147.9,7.45,11.85,0.51,1.54,0.42,147.9,7.45,S,0.5356,0.401,27.77094,-54.249768
2281266,4549,RACS_2211-25A_3725,RACS_2211-25A_3342,RACS_2211-25A,8576,58598.87694,1,333.054899,-23.133708,0.41,0.86,15.954,0.993,1.897,15.954,0.993,1.897,9.11,0.382,41.05,2.02,26.68,0.96,178.28,4.95,32.54,2.02,9.33,0.96,178.28,4.95,S,2.0066,0.364,30.255148,-53.889931
2281267,4549,RACS_2211-25A_3727,RACS_2211-25A_3344,RACS_2211-25A,8576,58598.87694,1,333.055028,-24.31885,0.9,0.92,9.689,0.901,1.483,9.689,0.901,1.483,6.858,0.398,39.13,2.86,22.56,1.04,135.79,5.51,30.11,2.86,0.0,1.04,135.79,5.51,S,0.8363,0.394,28.297362,-54.177264
2281268,4549,RACS_2211-25A_3729,RACS_2211-25A_3345,RACS_2211-25A,8576,58598.87694,2,333.053633,-23.020348,0.53,0.61,10.279,0.802,1.46,35.795,1.083,3.195,8.415,0.403,29.92,1.54,25.54,1.14,148.7,13.26,16.41,1.54,5.19,1.14,148.7,13.26,M,2.1193,0.388,30.440463,-53.859674
2281269,4549,RACS_2211-25A_3728,RACS_2211-25A_3345,RACS_2211-25A,8576,58598.87694,2,333.046069,-23.026747,0.17,0.2,25.516,0.728,2.399,35.795,1.083,3.195,23.357,0.396,27.28,0.48,25.04,0.41,167.14,8.34,10.89,0.48,1.46,0.41,167.14,8.34,M,2.1123,0.388,30.426935,-53.854601
2281270,4549,RACS_2211-25A_3730,RACS_2211-25A_3346,RACS_2211-25A,8576,58598.87694,1,333.054768,-24.411502,1.01,1.28,4.115,0.698,1.053,4.115,0.698,1.053,3.702,0.374,28.11,3.02,24.72,2.35,8.16,33.95,0.0,3.02,0.0,2.35,0.0,33.95,S,0.7467,0.366,28.14309,-54.198142
2281271,4549,RACS_2211-25A_3731,RACS_2211-25A_3347,RACS_2211-25A,8576,58598.87694,1,333.052555,-22.704847,2.2,2.25,2.903,0.801,1.066,2.903,0.801,1.066,2.088,0.369,30.89,5.66,28.15,4.78,138.26,81.46,18.12,5.66,12.93,4.78,138.26,81.46,S,2.4334,0.347,30.955819,-53.776131
2281272,4549,RACS_2211-25A_3734,RACS_2211-25A_3350,RACS_2211-25A,8576,58598.87694,1,333.05776,-27.473657,1.62,1.54,2.165,0.565,0.862,2.165,0.565,0.862,2.213,0.33,25.85,4.03,23.68,3.38,126.63,71.45,0.0,4.03,0.0,3.38,0.0,71.45,S,2.3527,0.333,22.967534,-54.785517
2281273,4549,RACS_2211-25A_3737,RACS_2211-25A_3353,RACS_2211-25A,8576,58598.87694,1,333.051817,-26.307607,1.11,1.16,3.371,0.595,0.946,3.371,0.595,0.946,3.332,0.338,28.18,3.2,22.45,2.03,137.9,19.99,12.99,3.2,0.0,2.03,137.9,19.99,S,1.1946,0.34,24.95432,-54.583745
2281274,4549,RACS_2211-25A_3738,RACS_2211-25A_3354,RACS_2211-25A,8576,58598.87694,1,333.043966,-24.829657,0.85,0.89,6.468,0.81,1.25,6.468,0.81,1.25,5.781,0.431,29.2,2.39,23.95,1.63,138.83,16.71,15.09,2.39,0.0,1.63,138.83,16.71,S,0.3573,0.423,27.44167,-54.281378
2281275,4549,RACS_2211-25A_3742,RACS_2211-25A_3357,RACS_2211-25A,8576,58598.87694,1,333.039386,-27.357201,0.04,0.04,103.783,0.627,7.79,103.783,0.627,7.79,101.592,0.357,25.46,0.09,25.09,0.09,129.28,9.61,4.79,0.09,2.03,0.09,129.28,9.61,S,2.2353,0.355,23.162523,-54.751239
2281276,4549,RACS_2211-25A_3743,RACS_2211-25A_3358,RACS_2211-25A,8576,58598.87694,1,333.039242,-26.312212,1.11,1.67,3.858,0.69,1.034,3.858,0.69,1.034,3.172,0.343,33.12,4.22,22.95,2.1,154.97,14.18,21.73,4.22,0.0,2.1,154.97,14.18,S,1.1973,0.337,24.942961,-54.573502
2281277,4549,RACS_2211-25A_3746,RACS_2211-25A_3359,RACS_2211-25A,8576,58598.87694,3,333.025621,-24.277785,0.06,0.06,85.448,0.8,6.531,265.951,1.635,19.186,77.617,0.433,26.63,0.15,25.84,0.14,114.75,7.49,9.18,0.15,6.52,0.14,114.75,7.49,M,0.8703,0.423,28.355126,-54.141758
2281278,4549,RACS_2211-25A_3744,RACS_2211-25A_3359,RACS_2211-25A,8576,58598.87694,3,333.019313,-24.285962,0.04,0.04,120.474,0.784,8.968,265.951,1.635,19.186,111.946,0.431,26.06,0.1,25.82,0.1,38.77,16.85,7.34,0.1,6.44,0.1,38.77,16.85,M,0.8611,0.423,28.339286,-54.13804
2281279,4549,RACS_2211-25A_3745,RACS_2211-25A_3359,RACS_2211-25A,8576,58598.87694,3,333.021957,-24.282531,0.27,0.17,60.028,1.191,4.85,265.951,1.635,19.186,32.716,0.442,43.18,0.69,26.56,0.3,65.38,1.4,35.21,0.69,8.96,0.3,65.38,1.4,M,0.865,0.423,28.34593,-54.139597
2281280,4549,RACS_2211-25A_3747,RACS_2211-25A_3360,RACS_2211-25A,8576,58598.87694,1,333.031663,-23.931434,1.36,1.39,5.114,0.769,1.152,5.114,0.769,1.152,3.507,0.338,36.4,4.08,25.05,2.07,136.26,12.65,26.45,4.08,1.49,2.07,136.26,12.65,S,1.2123,0.324,28.931675,-54.066134
2281281,4549,RACS_2211-25A_3748,RACS_2211-25A_3361,RACS_2211-25A,8576,58598.87694,1,333.029986,-25.332763,1.26,1.2,8.359,1.372,1.749,8.359,1.372,1.749,6.584,0.673,29.37,3.11,27.02,2.66,126.56,51.89,15.41,3.11,10.25,2.66,126.56,51.89,S,0.2718,0.642,26.593807,-54.375324
2281282,4549,RACS_2211-25A_3751,RACS_2211-25A_3364,RACS_2211-25A,8576,58598.87694,1,333.019081,-23.794397,0.02,0.02,165.202,0.625,12.08,165.202,0.625,12.08,161.592,0.356,25.41,0.06,25.15,0.06,105.0,8.39,4.56,0.06,2.69,0.06,105.0,8.39,S,1.3464,0.354,29.153591,-54.022165
2281283,4549,RACS_2211-25A_3752,RACS_2211-25A_3365,RACS_2211-25A,8576,58598.87694,3,332.998544,-27.839047,0.08,0.07,81.722,0.847,6.278,135.24,1.619,10.097,66.623,0.426,28.2,0.18,27.21,0.17,123.15,7.22,13.04,0.18,10.71,0.17,123.15,7.22,M,2.7134,0.408,22.32738,-54.788571
2281284,4549,RACS_2211-25A_3754,RACS_2211-25A_3365,RACS_2211-25A,8576,58598.87694,3,333.016325,-27.838126,0.44,0.58,20.381,1.098,2.218,135.24,1.619,10.097,12.062,0.438,35.99,1.41,29.37,0.99,160.39,8.12,25.87,1.41,15.42,0.99,160.39,8.12,M,2.7135,0.408,22.332941,-54.803991
2281285,4549,RACS_2211-25A_3753,RACS_2211-25A_3365,RACS_2211-25A,8576,58598.87694,3,333.020758,-27.837807,0.2,0.16,33.137,0.836,2.941,135.24,1.619,10.097,27.397,0.423,29.16,0.48,25.95,0.38,87.42,5.56,15.02,0.48,6.85,0.38,87.42,5.56,M,2.7134,0.408,22.334481,-54.807823
2281286,4549,RACS_2211-25A_3755,RACS_2211-25A_3366,RACS_2211-25A,8576,58598.87694,1,333.018912,-22.426597,1.43,2.34,1.987,0.622,0.892,1.987,0.622,0.892,2.103,0.368,27.8,5.59,21.26,3.25,168.66,29.84,0.0,5.59,0.0,3.25,0.0,29.84,S,2.7087,0.379,31.394755,-53.671536
2281287,4549,RACS_2211-25A_3756,RACS_2211-25A_3367,RACS_2211-25A,8576,58598.87694,1,333.021144,-26.295755,1.26,1.19,3.618,0.628,0.981,3.618,0.628,0.981,3.251,0.334,30.05,3.49,23.15,2.1,131.79,18.01,16.67,3.49,0.0,2.1,131.79,18.01,S,1.1786,0.33,24.965756,-54.554545
2281288,4549,RACS_2211-25A_3757,RACS_2211-25A_3368,RACS_2211-25A,8576,58598.87694,1,333.022326,-27.965951,1.53,1.77,3.09,0.742,1.032,3.09,0.742,1.032,2.775,0.397,29.04,4.54,23.99,3.13,147.09,33.28,14.75,4.54,0.0,3.13,147.09,33.28,S,2.8414,0.389,22.114755,-54.827694
2281289,4549,RACS_2211-25A_3759,RACS_2211-25A_3370,RACS_2211-25A,8576,58598.87694,1,333.012283,-25.838953,0.16,0.16,27.379,0.696,2.515,27.379,0.696,2.515,26.429,0.392,26.43,0.41,24.5,0.35,137.8,8.11,8.58,0.41,0.0,0.35,137.8,8.11,S,0.728,0.389,25.735889,-54.460714
2281290,4549,RACS_2211-25A_3760,RACS_2211-25A_3371,RACS_2211-25A,8576,58598.87694,1,333.005455,-22.928423,2.37,1.18,9.008,1.213,1.658,9.008,1.213,1.658,4.104,0.393,50.37,5.86,27.26,2.14,108.8,8.94,43.73,5.86,10.82,2.14,108.8,8.94,S,2.2072,0.384,30.571394,-53.792999
2281291,4549,RACS_2211-25A_3762,RACS_2211-25A_3373,RACS_2211-25A,8576,58598.87694,1,333.010922,-23.930866,1.75,2.24,2.745,0.675,0.967,2.745,0.675,0.967,2.176,0.327,33.78,5.98,23.34,2.98,146.68,19.73,22.72,5.98,0.0,2.98,146.68,19.73,S,1.2101,0.32,28.924935,-54.047584
2281292,4549,RACS_2211-25A_3763,RACS_2211-25A_3374,RACS_2211-25A,8576,58598.87694,1,333.010982,-27.59419,2.92,2.13,2.185,0.718,0.97,2.185,0.718,0.97,1.805,0.359,32.52,7.53,23.28,3.97,118.37,28.26,20.8,7.53,0.0,3.97,118.37,28.26,S,2.4697,0.352,22.750015,-54.762993
2281293,4549,RACS_2211-25A_3764,RACS_2211-25A_3375,RACS_2211-25A,8576,58598.87694,1,332.996004,-22.375659,0.48,0.49,10.693,0.769,1.466,10.693,0.769,1.466,9.507,0.41,26.95,1.18,26.12,1.11,148.23,58.06,10.0,1.18,7.54,1.11,148.23,58.06,S,2.7583,0.399,31.467743,-53.637301
2281294,4549,RACS_2211-25A_3765,RACS_2211-25A_3376,RACS_2211-25A,8576,58598.87694,1,332.998037,-23.933816,0.53,0.62,5.764,0.544,1.055,5.764,0.544,1.055,5.927,0.318,26.9,1.58,22.6,1.11,148.35,13.47,0.0,1.58,0.0,1.11,0.0,13.47,S,1.2057,0.322,28.915285,-54.036847
2281295,4549,RACS_2211-25A_3767,RACS_2211-25A_3378,RACS_2211-25A,8576,58598.87694,1,333.000945,-27.629177,1.56,1.7,3.743,0.763,1.078,3.743,0.763,1.078,2.856,0.364,32.47,4.61,25.26,2.88,140.2,23.35,20.7,4.61,3.51,2.88,140.2,23.35,S,2.5041,0.348,22.687741,-54.759501
2281296,4549,RACS_2211-25A_3768,RACS_2211-25A_3379,RACS_2211-25A,8576,58598.87694,1,332.996214,-24.468701,1.74,2.11,3.43,0.806,1.094,3.43,0.806,1.094,2.883,0.402,34.51,5.97,21.54,2.42,142.55,14.86,23.79,5.97,0.0,2.42,142.55,14.86,S,0.6781,0.403,28.02729,-54.159151
2281297,4549,RACS_2211-25A_3769,RACS_2211-25A_3380,RACS_2211-25A,8576,58598.87694,1,332.998184,-26.824916,3.15,2.37,2.327,0.739,0.992,2.327,0.739,0.992,1.532,0.319,33.59,7.48,28.28,5.49,100.7,53.91,22.43,7.48,13.2,5.49,100.7,53.91,S,1.7018,0.298,24.060568,-54.6278
2281298,4549,RACS_2211-25A_3770,RACS_2211-25A_3381,RACS_2211-25A,8576,58598.87694,1,332.991544,-26.539848,0.07,0.06,60.51,0.543,4.767,60.51,0.543,4.767,52.242,0.284,28.32,0.16,25.57,0.13,100.72,2.19,13.31,0.16,5.31,0.13,100.72,2.19,S,1.4175,0.275,24.543408,-54.572416
2281299,4549,RACS_2211-25A_3771,RACS_2211-25A_3382,RACS_2211-25A,8576,58598.87694,1,332.990483,-23.074947,1.67,1.55,4.73,0.867,1.201,4.73,0.867,1.201,3.39,0.393,35.36,4.77,24.68,2.46,131.37,15.72,24.99,4.77,0.0,2.46,131.37,15.72,S,2.06,0.378,30.325682,-53.817596
2281300,4549,RACS_2211-25A_3773,RACS_2211-25A_3384,RACS_2211-25A,8576,58598.87694,1,332.990984,-24.574883,0.79,0.85,5.96,0.715,1.163,5.96,0.715,1.163,5.35,0.383,28.65,2.21,24.3,1.61,141.58,19.04,14.0,2.21,0.0,1.61,141.58,19.04,S,0.5738,0.375,27.848708,-54.178337
2281301,4549,RACS_2211-25A_3774,RACS_2211-25A_3385,RACS_2211-25A,8576,58598.87694,1,332.995923,-27.886004,1.43,1.95,4.324,0.892,1.2,4.324,0.892,1.2,3.063,0.405,32.45,4.62,27.22,3.35,171.87,33.72,20.65,4.62,10.76,3.35,171.87,33.72,S,2.7602,0.382,22.246218,-54.793108
2281302,4549,RACS_2211-25A_3775,RACS_2211-25A_3386,RACS_2211-25A,8576,58598.87694,1,332.989211,-24.507041,1.38,2.51,4.98,1.013,1.321,4.98,1.013,1.321,3.259,0.428,39.2,6.21,24.36,2.65,160.15,14.27,30.19,6.21,0.0,2.65,160.15,14.27,S,0.6393,0.414,27.96104,-54.161574
2281303,4549,RACS_2211-25A_3777,RACS_2211-25A_3388,RACS_2211-25A,8576,58598.87694,1,332.99095,-25.700202,1.44,2.78,2.979,0.832,1.093,2.979,0.832,1.093,2.775,0.439,33.97,6.98,19.75,2.4,158.38,14.82,0.0,6.98,0.0,2.4,0.0,14.82,S,0.5886,0.455,25.963412,-54.414767
2281304,4549,RACS_2211-25A_3778,RACS_2211-25A_3389,RACS_2211-25A,8576,58598.87694,1,332.991899,-27.351361,2.65,2.6,2.072,0.646,0.913,2.072,0.646,0.913,1.842,0.329,35.43,8.32,19.85,2.7,134.25,15.98,25.1,8.32,0.0,2.7,134.25,15.98,S,2.2263,0.341,23.160998,-54.708669
2281305,4549,RACS_2211-25A_3779,RACS_2211-25A_3390,RACS_2211-25A,8576,58598.87694,1,332.981367,-22.56086,2.47,2.34,2.984,0.861,1.115,2.984,0.861,1.115,2.107,0.39,32.68,6.53,27.11,4.64,130.07,44.42,21.04,6.53,10.46,4.64,130.07,44.42,S,2.5726,0.368,31.160715,-53.674381
2281306,4549,RACS_2211-25A_3781,RACS_2211-25A_3392,RACS_2211-25A,8576,58598.87694,1,332.983959,-27.618317,0.55,0.73,7.654,0.674,1.236,7.654,0.674,1.236,6.406,0.343,30.09,1.76,24.85,1.22,160.64,12.48,16.71,1.76,0.0,1.22,160.64,12.48,S,2.4923,0.332,22.702399,-54.742981
2281307,4549,RACS_2211-25A_3783,RACS_2211-25A_3394,RACS_2211-25A,8576,58598.87694,1,332.979993,-26.794649,1.17,1.55,2.11,0.473,0.802,2.11,0.473,0.802,2.235,0.28,27.49,3.92,21.48,2.37,152.85,22.95,0.0,3.92,0.0,2.37,0.0,22.95,S,1.6703,0.288,24.107282,-54.606634
2281308,4549,RACS_2211-25A_3784,RACS_2211-25A_3395,RACS_2211-25A,8576,58598.87694,1,332.973716,-24.655119,3.81,2.08,5.383,1.171,1.463,5.383,1.171,1.463,2.38,0.371,50.84,9.57,27.8,3.59,111.96,14.88,44.26,9.57,12.17,3.59,111.96,14.88,S,0.4922,0.362,27.709076,-54.180863
2281309,4549,RACS_2211-25A_3785,RACS_2211-25A_3396,RACS_2211-25A,8576,58598.87694,1,332.966732,-23.498141,0.07,0.1,72.954,0.868,5.674,72.954,0.868,5.674,61.186,0.443,29.83,0.23,24.99,0.17,162.11,1.76,16.26,0.23,0.0,0.17,162.11,1.76,S,1.6364,0.429,29.621995,-53.903294
2281310,4549,RACS_2211-25A_3787,RACS_2211-25A_3398,RACS_2211-25A,8576,58598.87694,1,332.974546,-27.705628,0.54,0.55,8.618,0.675,1.294,8.618,0.675,1.294,7.692,0.36,29.01,1.48,24.16,1.04,135.94,11.25,14.7,1.48,0.0,1.04,135.94,11.25,S,2.5791,0.353,22.550683,-54.747868
2281311,4549,RACS_2211-25A_3788,RACS_2211-25A_3399,RACS_2211-25A,8576,58598.87694,1,332.972993,-25.577515,0.86,1.34,10.917,1.346,1.847,10.917,1.346,1.847,7.488,0.592,36.28,3.33,25.11,1.71,157.44,10.52,26.3,3.33,2.37,1.71,157.44,10.52,S,0.466,0.567,26.164431,-54.374549
2281312,4549,RACS_2211-25A_3789,RACS_2211-25A_3400,RACS_2211-25A,8576,58598.87694,1,332.972139,-27.844735,3.59,1.66,5.289,1.244,1.518,5.289,1.244,1.518,2.705,0.441,44.25,8.49,27.65,3.84,84.78,18.38,36.51,8.49,11.76,3.84,84.78,18.38,S,2.7179,0.421,22.311712,-54.766304
2281313,4549,RACS_2211-25A_3790,RACS_2211-25A_3401,RACS_2211-25A,8576,58598.87694,2,332.964427,-25.146214,1.22,1.52,7.535,1.06,1.476,8.911,1.225,1.662,4.741,0.439,38.14,4.09,26.04,2.08,145.61,12.05,28.81,4.09,7.3,2.08,145.61,12.05,M,0.1226,0.417,26.885593,-54.27856
2281314,4549,RACS_2211-25A_3791,RACS_2211-25A_3401,RACS_2211-25A,8576,58598.87694,2,332.974968,-25.153657,1.55,3.45,1.375,0.614,0.856,8.911,1.225,1.662,1.641,0.385,27.96,8.16,18.74,3.54,173.3,27.71,0.0,8.16,0.0,3.54,0.0,27.71,M,0.1332,0.417,26.876559,-54.289451
2281315,4549,RACS_2211-25A_3792,RACS_2211-25A_3402,RACS_2211-25A,8576,58598.87694,1,332.96615,-23.051236,0.09,0.09,41.262,0.623,3.445,41.262,0.623,3.445,41.895,0.363,25.51,0.23,24.15,0.2,145.87,6.58,0.0,0.23,0.0,0.2,0.0,6.58,S,2.0823,0.365,30.354723,-53.789859
2281316,4549,RACS_2211-25A_3793,RACS_2211-25A_3403,RACS_2211-25A,8576,58598.87694,1,332.975974,-28.271548,1.38,1.92,3.923,0.892,1.181,3.923,0.892,1.181,3.3,0.455,30.65,4.69,24.28,3.01,159.61,27.01,17.68,4.69,0.0,3.01,159.61,27.01,S,3.1445,0.442,21.579509,-54.829754
2281317,4549,RACS_2211-25A_3794,RACS_2211-25A_3404,RACS_2211-25A,8576,58598.87694,1,332.966563,-23.553231,0.16,0.17,29.989,0.769,2.711,29.989,0.769,2.711,29.196,0.436,25.82,0.39,24.87,0.36,174.55,16.68,0.0,0.39,0.0,0.36,0.0,16.68,S,1.5814,0.433,29.531306,-53.916753
2281318,4549,RACS_2211-25A_3795,RACS_2211-25A_3405,RACS_2211-25A,8576,58598.87694,1,332.972179,-27.29562,0.96,0.95,4.258,0.618,1.009,4.258,0.618,1.009,3.927,0.338,26.49,2.32,25.6,2.17,127.72,103.53,8.74,2.32,5.47,2.17,127.72,103.53,S,2.1696,0.332,23.251424,-54.682535
2281319,4549,RACS_2211-25A_3797,RACS_2211-25A_3407,RACS_2211-25A,8576,58598.87694,1,332.962563,-26.292351,0.81,0.96,5.29,0.626,1.072,5.29,0.626,1.072,4.385,0.316,31.3,2.54,24.09,1.54,145.62,12.65,18.83,2.54,0.0,1.54,145.62,12.65,S,1.1687,0.307,24.954958,-54.502289
2281320,4549,RACS_2211-25A_3798,RACS_2211-25A_3408,RACS_2211-25A,8576,58598.87694,1,332.961781,-23.25296,1.68,2.15,1.789,0.565,0.843,1.789,0.565,0.843,1.985,0.343,27.94,5.72,20.17,2.94,147.22,24.6,0.0,5.72,0.0,2.94,0.0,24.6,S,1.8807,0.359,30.02265,-53.837497
2281321,4549,RACS_2211-25A_3799,RACS_2211-25A_3409,RACS_2211-25A,8576,58598.87694,1,332.952695,-23.797247,0.15,0.13,42.149,0.78,3.537,42.149,0.78,3.537,34.257,0.39,29.72,0.36,25.88,0.28,118.25,3.54,16.07,0.36,6.68,0.28,118.25,3.54,S,1.3372,0.375,29.123994,-53.963898
2281322,4549,RACS_2211-25A_3801,RACS_2211-25A_3411,RACS_2211-25A,8576,58598.87694,1,332.955314,-22.406093,1.76,2.8,2.751,0.794,1.053,2.751,0.794,1.053,2.212,0.388,33.7,7.0,23.09,3.43,157.44,22.64,0.0,7.0,0.0,3.43,0.0,22.64,S,2.7261,0.381,31.401097,-53.609385
2281323,4549,RACS_2211-25A_3802,RACS_2211-25A_3412,RACS_2211-25A,8576,58598.87694,1,332.952219,-22.256965,0.59,0.8,7.062,0.738,1.238,7.062,0.738,1.238,6.48,0.401,28.26,1.88,24.13,1.38,171.55,17.21,0.0,1.88,0.0,1.38,0.0,17.21,S,2.875,0.395,31.641426,-53.565837
2281324,4549,RACS_2211-25A_3804,RACS_2211-25A_3414,RACS_2211-25A,8576,58598.87694,1,332.946659,-25.450894,0.37,0.36,17.287,0.94,1.951,17.287,0.94,1.951,15.6,0.505,28.3,0.98,24.47,0.74,131.76,9.63,13.27,0.98,0.0,0.74,131.76,9.63,S,0.3379,0.495,26.369012,-54.32576
2281325,4549,RACS_2211-25A_3806,RACS_2211-25A_3416,RACS_2211-25A,8576,58598.87694,1,332.946574,-24.029265,0.9,1.27,4.044,0.627,1.003,4.044,0.627,1.003,3.839,0.342,30.9,3.3,21.31,1.58,151.18,11.44,0.0,3.3,0.0,1.58,0.0,11.44,S,1.1056,0.347,28.738469,-54.013759
2281326,4549,RACS_2211-25A_3807,RACS_2211-25A_3417,RACS_2211-25A,8576,58598.87694,1,332.945335,-24.614917,1.01,1.1,4.138,0.677,1.04,4.138,0.677,1.04,3.911,0.376,26.74,2.67,24.74,2.29,153.42,52.13,9.48,2.67,0.0,2.29,153.42,52.13,S,0.5254,0.371,27.766257,-54.14679
2281327,4549,RACS_2211-25A_3808,RACS_2211-25A_3418,RACS_2211-25A,8576,58598.87694,1,332.943344,-24.345382,0.69,0.69,8.58,0.82,1.372,8.58,0.82,1.372,7.134,0.417,29.36,1.83,25.61,1.41,135.0,18.54,15.39,1.83,5.53,1.41,135.0,18.54,S,0.7911,0.402,28.213562,-54.084266
2281328,4549,RACS_2211-25A_3809,RACS_2211-25A_3419,RACS_2211-25A,8576,58598.87694,1,332.945526,-25.554386,1.67,2.52,8.557,1.602,1.943,8.557,1.602,1.943,4.29,0.564,42.02,6.21,29.67,3.47,158.83,18.84,33.78,6.21,15.97,3.47,158.83,18.84,S,0.4372,0.528,26.194803,-54.345641
2281329,4549,RACS_2211-25A_3810,RACS_2211-25A_3420,RACS_2211-25A,8576,58598.87694,1,332.943033,-22.840215,1.58,2.42,3.458,0.785,1.08,3.458,0.785,1.08,2.638,0.366,36.71,6.33,22.33,2.5,151.47,14.37,26.87,6.33,0.0,2.5,151.47,14.37,S,2.2919,0.363,30.689975,-53.714435
2281330,4549,RACS_2211-25A_3811,RACS_2211-25A_3421,RACS_2211-25A,8576,58598.87694,1,332.935267,-23.551978,1.66,1.9,3.405,0.803,1.091,3.405,0.803,1.091,3.153,0.427,32.55,5.48,20.74,2.26,140.4,14.85,20.84,5.48,0.0,2.26,140.4,14.85,S,1.5807,0.436,29.521365,-53.88864
2281331,4549,RACS_2211-25A_3812,RACS_2211-25A_3422,RACS_2211-25A,8576,58598.87694,1,332.934896,-25.277249,2.66,3.28,3.235,1.054,1.28,3.235,1.054,1.28,2.403,0.484,37.15,9.24,22.65,3.69,143.27,20.96,27.48,9.24,0.0,3.69,143.27,20.96,S,0.1753,0.477,26.656548,-54.279756
2281332,4549,RACS_2211-25A_3813,RACS_2211-25A_3423,RACS_2211-25A,8576,58598.87694,1,332.927635,-24.009919,0.4,0.33,17.866,0.801,1.925,17.866,0.801,1.925,12.627,0.364,31.31,0.94,28.25,0.78,101.8,12.01,18.84,0.94,13.15,0.78,101.8,12.01,S,1.1234,0.342,28.76351,-53.992383
2281333,4549,RACS_2211-25A_3814,RACS_2211-25A_3424,RACS_2211-25A,8576,58598.87694,2,332.931758,-26.827972,0.49,0.54,6.248,0.533,1.078,10.16,0.824,1.465,6.365,0.312,25.65,1.3,23.93,1.13,157.9,29.55,0.0,1.3,0.0,1.13,0.0,29.55,M,1.7006,0.313,24.037924,-54.569912
2281334,4549,RACS_2211-25A_3815,RACS_2211-25A_3424,RACS_2211-25A,8576,58598.87694,2,332.921645,-26.824291,1.09,1.25,3.912,0.628,0.997,10.16,0.824,1.465,3.312,0.322,30.33,3.26,24.35,2.14,145.05,20.01,17.16,3.26,0.0,2.14,145.05,20.01,M,1.6965,0.313,24.041525,-54.560392
2281335,4549,RACS_2211-25A_3816,RACS_2211-25A_3425,RACS_2211-25A,8576,58598.87694,1,332.930512,-26.868384,0.75,0.73,6.499,0.633,1.146,6.499,0.633,1.146,5.197,0.313,30.81,2.02,25.38,1.4,132.93,13.88,18.0,2.02,4.35,1.4,132.93,13.88,S,1.7409,0.301,23.968899,-54.575692
2281336,4549,RACS_2211-25A_3818,RACS_2211-25A_3427,RACS_2211-25A,8576,58598.87694,2,332.922414,-22.648531,0.19,0.22,27.266,0.767,2.528,29.808,1.104,2.812,23.224,0.395,29.77,0.55,24.67,0.39,148.75,4.02,16.13,0.55,0.0,0.39,148.75,4.02,M,2.4827,0.384,30.993587,-53.645399
2281337,4549,RACS_2211-25A_3819,RACS_2211-25A_3427,RACS_2211-25A,8576,58598.87694,2,332.915729,-22.642669,2.76,1.84,2.542,0.795,1.044,29.808,1.104,2.812,2.077,0.398,30.82,6.51,24.85,4.31,84.82,40.06,0.0,6.51,0.0,4.31,0.0,40.06,M,2.4883,0.384,31.000342,-53.637889
2281338,4549,RACS_2211-25A_3821,RACS_2211-25A_3429,RACS_2211-25A,8576,58598.87694,1,332.925174,-28.290604,2.01,3.59,5.192,1.198,1.477,5.192,1.198,1.477,2.775,0.434,46.95,9.18,24.95,3.12,155.68,14.1,39.72,9.18,0.0,3.12,155.68,14.1,S,3.162,0.427,21.536228,-54.788013
2281339,4549,RACS_2211-25A_3822,RACS_2211-25A_3430,RACS_2211-25A,8576,58598.87694,1,332.919418,-26.705333,0.91,1.25,2.6,0.455,0.82,2.6,0.455,0.82,2.765,0.269,28.12,3.19,20.91,1.75,152.72,15.12,0.0,3.19,0.0,1.75,0.0,15.12,S,1.5776,0.278,24.242973,-54.537958
2281340,4549,RACS_2211-25A_3824,RACS_2211-25A_3432,RACS_2211-25A,8576,58598.87694,1,332.918488,-27.819889,2.04,1.79,2.4,0.722,0.984,2.4,0.722,0.984,2.334,0.408,27.12,5.06,23.73,3.88,120.07,56.32,0.0,5.06,0.0,3.88,0.0,56.32,S,2.6913,0.407,22.342254,-54.715732
2281341,4549,RACS_2211-25A_3825,RACS_2211-25A_3433,RACS_2211-25A,8576,58598.87694,1,332.915837,-26.181306,0.43,0.5,7.33,0.543,1.149,7.33,0.543,1.149,7.323,0.311,27.53,1.29,22.73,0.88,147.28,9.79,0.0,1.29,0.0,0.88,0.0,9.79,S,1.0543,0.313,25.129455,-54.440602
